x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,y0,y1,y2,y3,y4,y5
1,3,2,1,2,1,1,2,12.5,5,2.673336195,0.063685341,100000,0,1000,1,3.125,0.760936881,0.038046844,470.3801745,33.45479461,0.064575147,0.023743628,0.027636683,0.008244565,442.4890566,0.006784675,0.105696263,0.008136273,0.018390364,0.076977869,0.434295609,0.795823747,3.108598661,0.025140113,0.067420167,28.03178058,0.001183822,0.041453767,0.316933884,0.001350395,0.322516002,0.244948974,26.275,0.180301636,0.303809093,0.292774578,0.280500165,0.127354601,0.029089974,0.300972258,2.04E-05,2.04E-05,2.75058,5.30799,2.16223
1,3,2,1,2,1,1,2,12.5,5,2.673336195,0.063685341,100000,0,1000,1,3.125,0.760936881,0.038046844,470.3801745,33.45479461,0.064575147,0.023743628,0.027636683,0.008244565,442.4890566,0.006784675,0.422785052,0.032545092,0.073561456,0.076977869,6.948729746,3.183294987,3.108598661,0.10056045,0.26968067,28.03178058,0.004735288,0.165815068,1.267735534,0.00540158,1.290064006,0.244948974,26.275,0.721206545,1.215236371,1.171098312,1.12200066,0.509418405,0.116359895,1.585315779,0.000107559,0.000107559,35.8007,25.3909,14.2721
1,3,2,1,2,1,1,2,12.5,5,2.673336195,0.063685341,100000,0,1000,1,3.125,0.760936881,0.038046844,470.3801745,33.45479461,0.064575147,0.023743628,0.027636683,0.008244565,442.4890566,0.006784675,0.739873841,0.056953911,0.128732547,0.076977869,21.28048485,5.570766227,3.108598661,0.175980788,0.471941172,28.03178058,0.008286754,0.290176368,2.218537185,0.009452764,2.257612011,0.244948974,26.275,1.262111453,2.126663649,2.049422047,1.963501155,0.89148221,0.203629816,11.56595273,0.000784712,0.000784712,119.85,59.1524,27.2578
1,3,2,1,2,1,1,2,12.5,5,2.673336195,0.063685341,100000,0,1000,1,3.125,0.760936881,0.038046844,470.3801745,33.45479461,0.064575147,0.023743628,0.027636683,0.008244565,442.4890566,0.006784675,1.056962629,0.08136273,0.183903639,0.076977869,43.42956091,7.958237467,3.108598661,0.251401125,0.674201674,28.03178058,0.01183822,0.414537669,3.169338836,0.013503949,3.225160016,0.244948974,26.275,1.803016361,3.038090927,2.927745781,2.80500165,1.273546014,0.290899737,21.98068274,0.001491318,0.001491318,195.155,95.8938,58.3177
1,3,2,1,2,1,1,2,12.5,5,2.673336195,0.063685341,100000,0,1000,1,3.125,0.760936881,0.038046844,470.3801745,33.45479461,0.064575147,0.023743628,0.027636683,0.008244565,442.4890566,0.006784675,1.374051418,0.10577155,0.239074731,0.076977869,73.39595794,10.34570871,3.108598661,0.326821463,0.876462176,28.03178058,0.015389686,0.53889897,4.120140487,0.017555134,4.19270802,0.244948974,26.275,2.34392127,3.949518205,3.806069515,3.646502144,1.655609818,0.378169659,29.71182876,0.002015851,0.002015851,248.092,119.689,93.181
1,3,2,1,2,1,1,2,12.5,5,3.023169039,0.092101359,100000,0,1000,1,3.125,0.922976204,0.04614881,461.7269338,40.46058549,0.041040885,0.015396337,0.024416751,0.010157933,451.3259862,0.005490645,0.095298374,0.017236105,0.353984976,0.180864632,0.161914535,0.484180853,1.949429923,0.062341621,0.694482867,13.54470076,0.000515589,0.048741225,0.34604793,0.000667576,0.353022369,0.084852814,24.795,0.106744788,0.09459518,0.126305238,0.126261678,0.137692906,0.054418458,0.056837095,3.12E-06,3.12E-06,1.09674,2.33231,1.49111
1,3,2,1,2,1,1,2,12.5,5,3.023169039,0.092101359,100000,0,1000,1,3.125,0.922976204,0.04614881,461.7269338,40.46058549,0.041040885,0.015396337,0.024416751,0.010157933,451.3259862,0.005490645,0.381193494,0.068944421,1.415939906,0.180864632,2.59063256,1.936723411,1.949429923,0.249366486,2.777931468,13.54470076,0.002062354,0.194964901,1.384191719,0.002670305,1.412089475,0.084852814,24.795,0.426979154,0.378380719,0.505220954,0.505046711,0.550771625,0.21767383,0.381266132,2.09E-05,2.09E-05,4.42702,13.8413,2.9979
1,3,2,1,2,1,1,2,12.5,5,3.023169039,0.092101359,100000,0,1000,1,3.125,0.922976204,0.04614881,461.7269338,40.46058549,0.041040885,0.015396337,0.024416751,0.010157933,451.3259862,0.005490645,0.667088615,0.120652737,2.477894835,0.180864632,7.933812214,3.389265969,1.949429923,0.43639135,4.861380069,13.54470076,0.00360912,0.341188578,2.422335508,0.004673035,2.471156582,0.084852814,24.795,0.747213519,0.662166258,0.884136669,0.883831744,0.963850343,0.380929203,0.7025578,3.86E-05,3.86E-05,44.2866,38.0312,13.5457
1,3,2,1,2,1,1,2,12.5,5,3.023169039,0.092101359,100000,0,1000,1,3.125,0.922976204,0.04614881,461.7269338,40.46058549,0.041040885,0.015396337,0.024416751,0.010157933,451.3259862,0.005490645,0.952983735,0.172361053,3.539849765,0.180864632,16.1914535,4.841808527,1.949429923,0.623416214,6.94482867,13.54470076,0.005155886,0.487412254,3.460479298,0.006675764,3.530223688,0.084852814,24.795,1.067447885,0.945951797,1.263052385,1.262616777,1.376929062,0.544184575,0.903798629,4.96E-05,4.96E-05,84.0442,71.9324,32.5767
1,3,2,1,2,1,1,2,12.5,5,3.023169039,0.092101359,100000,0,1000,1,3.125,0.922976204,0.04614881,461.7269338,40.46058549,0.041040885,0.015396337,0.024416751,0.010157933,451.3259862,0.005490645,1.238878856,0.224069369,4.601804694,0.180864632,27.36355641,6.294351085,1.949429923,0.810441079,9.028277271,13.54470076,0.006702652,0.63363593,4.498623087,0.008678493,4.589290795,0.084852814,24.795,1.38768225,1.229737336,1.6419681,1.64140181,1.790007781,0.707439948,2.449029283,0.000134468,0.000134468,170.229,105.682,63.1909
1,3,2,1,2,1,1,2,12.5,5,2.851136888,0.077256131,100000,0,1000,1,3.125,0.873799244,0.043689962,431.9733315,39.99555931,0.043686819,0.018266288,0.025770757,0.010732804,438.6414218,0.005425927,0.076989999,0.009831098,0.256089735,0.127693177,0.063767406,0.281226402,1.012340275,0.029838722,0.203179345,6.169819859,0.000457625,0.028935874,0.258519768,0.000582815,0.264606015,0.129614814,36.7,0.099747165,0.151328656,0.122270184,0.084419801,0.117663244,0.043504009,0.04321772,2.34E-06,2.34E-06,0.722677,1.61839,1.27839
1,3,2,1,2,1,1,2,12.5,5,2.851136888,0.077256131,100000,0,1000,1,3.125,0.873799244,0.043689962,431.9733315,39.99555931,0.043686819,0.018266288,0.025770757,0.010732804,438.6414218,0.005425927,0.307959997,0.03932439,1.02435894,0.127693177,1.020278494,1.124905606,1.012340275,0.119354888,0.81271738,6.169819859,0.001830501,0.115743497,1.034079073,0.002331259,1.058424061,0.129614814,36.7,0.398988658,0.605314623,0.489080736,0.337679202,0.470652975,0.174016034,0.257176049,1.40E-05,1.40E-05,3.02151,6.49613,2.37776
1,3,2,1,2,1,1,2,12.5,5,2.851136888,0.077256131,100000,0,1000,1,3.125,0.873799244,0.043689962,431.9733315,39.99555931,0.043686819,0.018266288,0.025770757,0.010732804,438.6414218,0.005425927,0.538929995,0.068817683,1.792628145,0.127693177,3.124602887,1.968584811,1.012340275,0.208871055,1.422255415,6.169819859,0.003203377,0.20255112,1.809638377,0.004079703,1.852242108,0.129614814,36.7,0.698230152,1.05930059,0.855891289,0.590938604,0.823642706,0.30452806,0.634483703,3.44E-05,3.44E-05,5.79999,19.1801,2.55919
1,3,2,1,2,1,1,2,12.5,5,2.851136888,0.077256131,100000,0,1000,1,3.125,0.873799244,0.043689962,431.9733315,39.99555931,0.043686819,0.018266288,0.025770757,0.010732804,438.6414218,0.005425927,0.769899994,0.098310976,2.560897349,0.127693177,6.376740586,2.812264016,1.012340275,0.298387221,2.03179345,6.169819859,0.004576253,0.289358743,2.585197682,0.005828147,2.646060154,0.129614814,36.7,0.997471646,1.513286557,1.222701841,0.844198005,1.176632438,0.435040085,0.867556326,4.71E-05,4.71E-05,67.691,48.8899,8.3341
1,3,2,1,2,1,1,2,12.5,5,2.851136888,0.077256131,100000,0,1000,1,3.125,0.873799244,0.043689962,431.9733315,39.99555931,0.043686819,0.018266288,0.025770757,0.010732804,438.6414218,0.005425927,1.000869992,0.127804269,3.329166554,0.127693177,10.77669159,3.655943221,1.012340275,0.387903387,2.641331485,6.169819859,0.005949129,0.376166366,3.360756987,0.007576592,3.4398782,0.129614814,36.7,1.29671314,1.967272524,1.589512394,1.097457407,1.529622169,0.565552111,2.675555444,0.000145174,0.000145174,136.223,81.6003,18.6859
1,3,2,1,2,1,1,2,12.5,5,2.313120927,0.041254731,100000,0,1000,1,3.125,0.865186137,0.043259307,458.3287562,35.90921935,0.040266208,0.014400169,0.022656025,0.00908212,468.5222031,0.005814284,0.088272476,0.007031403,0.124895661,0.07965567,0.165744421,0.502291167,1.745636728,0.024432334,0.104511888,13.02654526,0.000942707,0.025096831,0.215671183,0.001047893,0.221069974,0.240831892,31.96,0.123511206,0.32474618,0.287779937,0.145674188,0.05895751,0.028428551,0.115328376,6.71E-06,6.71E-06,1.36796,2.71888,1.87712
1,3,2,1,2,1,1,2,12.5,5,2.313120927,0.041254731,100000,0,1000,1,3.125,0.865186137,0.043259307,458.3287562,35.90921935,0.040266208,0.014400169,0.022656025,0.00908212,468.5222031,0.005814284,0.353089904,0.028125613,0.499582645,0.07965567,2.651910735,2.00916467,1.745636728,0.097729334,0.418047552,13.02654526,0.003770829,0.100387325,0.862684731,0.004191572,0.884279896,0.240831892,31.96,0.494044825,1.298984721,1.151119746,0.582696753,0.23583004,0.113714204,0.488296618,2.84E-05,2.84E-05,3.25615,7.54063,2.13616
1,3,2,1,2,1,1,2,12.5,5,2.313120927,0.041254731,100000,0,1000,1,3.125,0.865186137,0.043259307,458.3287562,35.90921935,0.040266208,0.014400169,0.022656025,0.00908212,468.5222031,0.005814284,0.617907331,0.049219823,0.874269629,0.07965567,8.121476625,3.516038172,1.745636728,0.171026335,0.731583216,13.02654526,0.00659895,0.175677819,1.509698279,0.00733525,1.547489819,0.240831892,31.96,0.864578444,2.273223262,2.014459556,1.019719319,0.41270257,0.198999857,0.670254276,3.90E-05,3.90E-05,12.9774,16.0058,7.25245
1,3,2,1,2,1,1,2,12.5,5,2.313120927,0.041254731,100000,0,1000,1,3.125,0.865186137,0.043259307,458.3287562,35.90921935,0.040266208,0.014400169,0.022656025,0.00908212,468.5222031,0.005814284,0.882724759,0.070314032,1.248956613,0.07965567,16.57444209,5.022911675,1.745636728,0.244323336,1.04511888,13.02654526,0.009427072,0.250968313,2.156711828,0.010478929,2.210699741,0.240831892,31.96,1.235112063,3.247461804,2.877799366,1.456741884,0.589575099,0.28428551,0.863477132,5.02E-05,5.02E-05,24.4084,20.2542,21.5076
1,3,2,1,2,1,1,2,12.5,5,2.313120927,0.041254731,100000,0,1000,1,3.125,0.865186137,0.043259307,458.3287562,35.90921935,0.040266208,0.014400169,0.022656025,0.00908212,468.5222031,0.005814284,1.147542187,0.091408242,1.623643597,0.07965567,28.01080713,6.529785177,1.745636728,0.317620336,1.358654544,13.02654526,0.012255193,0.326258807,2.803725376,0.013622608,2.873909663,0.240831892,31.96,1.605645682,4.221700345,3.741139176,1.893764449,0.766447629,0.369571163,0.964263529,5.61E-05,5.61E-05,36.3259,28.6641,46.0837
1,3,2,1,2,1,1,2,12.5,5,2.597017308,0.058385268,100000,0,1000,1,3.125,0.770405079,0.038520254,475.8557137,32.43237529,0.063128472,0.021968262,0.026196314,0.007900632,509.0432149,0.006779299,0.11653626,0.011678262,0.040685923,0.100211404,0.255680528,0.629690961,1.752894781,0.025495086,0.073501493,16.23761299,0.001043854,0.024042125,0.258856691,0.001193035,0.261363778,0.222710575,49.095,0.132774154,0.336838808,0.314902599,0.143844526,0.085855722,0.031086459,0.131192076,8.89E-06,8.89E-06,1.3518,2.54642,2.24057
1,3,2,1,2,1,1,2,12.5,5,2.597017308,0.058385268,100000,0,1000,1,3.125,0.770405079,0.038520254,475.8557137,32.43237529,0.063128472,0.021968262,0.026196314,0.007900632,509.0432149,0.006779299,0.466145042,0.046713049,0.162743691,0.100211404,4.090888442,2.518763843,1.752894781,0.101980345,0.294005971,16.23761299,0.004175416,0.096168502,1.035426765,0.00477214,1.04545511,0.222710575,49.095,0.531096616,1.347355231,1.259610395,0.575378102,0.343422887,0.124345838,0.608613086,4.13E-05,4.13E-05,4.6597,12.4012,2.63401
1,3,2,1,2,1,1,2,12.5,5,2.597017308,0.058385268,100000,0,1000,1,3.125,0.770405079,0.038520254,475.8557137,32.43237529,0.063128472,0.021968262,0.026196314,0.007900632,509.0432149,0.006779299,0.815753823,0.081747836,0.284801459,0.100211404,12.52834586,4.407836726,1.752894781,0.178465603,0.514510449,16.23761299,0.007306978,0.168294878,1.811996839,0.008351246,1.829546443,0.222710575,49.095,0.929419078,2.357871654,2.20431819,1.006911679,0.600990052,0.217605216,1.429742274,9.69E-05,9.69E-05,27.2556,26.0804,24.3753
1,3,2,1,2,1,1,2,12.5,5,2.597017308,0.058385268,100000,0,1000,1,3.125,0.770405079,0.038520254,475.8557137,32.43237529,0.063128472,0.021968262,0.026196314,0.007900632,509.0432149,0.006779299,1.165362605,0.116782623,0.406859227,0.100211404,25.56805277,6.296909608,1.752894781,0.254950861,0.735014928,16.23761299,0.01043854,0.240421254,2.588566913,0.011930351,2.613637776,0.222710575,49.095,1.32774154,3.368388078,3.149025986,1.438445256,0.858557217,0.310864594,2.479034347,0.000168061,0.000168061,46.0007,38.6952,39.3193
1,3,2,1,2,1,1,2,12.5,5,2.597017308,0.058385268,100000,0,1000,1,3.125,0.770405079,0.038520254,475.8557137,32.43237529,0.063128472,0.021968262,0.026196314,0.007900632,509.0432149,0.006779299,1.514971386,0.15181741,0.528916995,0.100211404,43.21000917,8.18598249,1.752894781,0.33143612,0.955519406,16.23761299,0.013570102,0.31254763,3.365136988,0.015509456,3.397729109,0.222710575,49.095,1.726064002,4.378904501,4.093733782,1.869978833,1.116124382,0.404123972,6.160630378,0.000417648,0.000417648,72.9635,48.8948,55.9996
1,3,2,1,2,1,1,2,12.5,5,2.766692138,0.070592937,100000,0,1000,1,3.125,0.885506022,0.044275301,432.193927,33.16054033,0.049787883,0.017002304,0.025196241,0.008894086,456.861319,0.005356928,0.107512325,0.017041431,0.010543148,0.15850677,0.344434537,0.781126882,4.362735296,0.085431241,0.064255645,46.85814878,0.000968337,0.074482327,0.569928526,0.001080155,0.573885095,0.480624594,26.454,0.217170825,0.230321107,0.27233472,0.204294633,0.173759712,0.063678347,0.199698669,1.07E-05,1.07E-05,2.33189,4.20054,2.23875
1,3,2,1,2,1,1,2,12.5,5,2.766692138,0.070592937,100000,0,1000,1,3.125,0.885506022,0.044275301,432.193927,33.16054033,0.049787883,0.017002304,0.025196241,0.008894086,456.861319,0.005356928,0.430049299,0.068165725,0.042172591,0.15850677,5.510952589,3.124507526,4.362735296,0.341724965,0.25702258,46.85814878,0.003873348,0.29792931,2.279714104,0.004320621,2.29554038,0.480624594,26.454,0.868683299,0.921284428,1.089338879,0.817178533,0.695038849,0.25471339,0.81043664,4.34E-05,4.34E-05,17.5947,22.8147,13.5775
1,3,2,1,2,1,1,2,12.5,5,2.766692138,0.070592937,100000,0,1000,1,3.125,0.885506022,0.044275301,432.193927,33.16054033,0.049787883,0.017002304,0.025196241,0.008894086,456.861319,0.005356928,0.752586274,0.119290019,0.073802035,0.15850677,16.8772923,5.467888171,4.362735296,0.598018689,0.449789514,46.85814878,0.006778358,0.521376292,3.989499683,0.007561087,4.017195666,0.480624594,26.454,1.520195773,1.612247749,1.906343039,1.430062432,1.216317985,0.445748432,1.11583967,5.98E-05,5.98E-05,82.6733,46.0797,82.4257
